trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.6935028012097558}",25,4,14.715795555081232,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.6928096450443917}",30,12,29.98210672485502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.6921171816887305}",25,0,-63.60432864220297,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
369,False,"{'a': 0.5, 'e': 0.6914254104503086}",20,0,-31.554152350497265,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.6907343306373547}",25,8,-18.243757918593815,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.690043941558789}",25,0,-33.303820130866576,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.6893542425242224}",25,0,-98.51695386756556,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.6886652328439559}",30,15,-56.98944515683356,"{0: 8, 1: 0, 2: 7, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.6879769118289795}",20,0,-88.48472637757466,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.6872892787909722}",20,0,-56.458461946238,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
376,False,"{'a': 0.5, 'e': 0.686602333042301}",20,0,-100.33357668882478,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.6859160738960202}",20,4,-38.16094663537109,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
378,False,"{'a': 0.5, 'e': 0.6852305006658703}",20,0,14.759709919954673,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.6845456126662782}",25,10,-42.61275364174131,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
380,False,"{'a': 0.5, 'e': 0.6838614092123558}",25,0,-28.154554119774385,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.6831778896198997}",20,0,-144.36545462000444,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
382,False,"{'a': 0.5, 'e': 0.6824950532053901}",20,0,-88.84989771199079,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.6818128992859905}",35,18,-76.53155132720333,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
384,False,"{'a': 0.5, 'e': 0.6811314271795471}",20,0,-98.48420791122865,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
385,False,"{'a': 0.5, 'e': 0.6804506362045877}",30,2,-33.693631083869604,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.679770525680321}",20,5,7.123146901823338,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.6790910949266368}",20,1,-11.77159409639462,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.678412343264104}",20,0,-6.364827943563875,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.6777342700139711}",20,0,-26.572767754694887,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.6770568744981647}",20,0,-32.425304014713845,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
391,False,"{'a': 0.5, 'e': 0.6763801560392891}",20,9,-20.287514363918344,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.675704113960626}",20,0,-61.30634563211179,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.6750287475861332}",20,0,-13.694520694239909,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.6743540562404442}",20,9,19.445366110421162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.6736800392488677}",30,9,-55.17600194488008,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
396,False,"{'a': 0.5, 'e': 0.6730066959373865}",25,0,-94.32561713020077,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.6723340256326573}",20,0,-71.53331527479874,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
398,False,"{'a': 0.5, 'e': 0.6716620276620098}",25,0,-107.99618112233317,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.6709907013534459}",30,0,-148.05006641205148,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
400,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,0,-0.6026709789855553,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.6696500610379346}",25,13,10.543790325773074,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.6689807456903467}",25,0,-135.11633481048798,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
403,False,"{'a': 0.5, 'e': 0.6683120993235603}",20,0,-53.11398315189734,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
404,False,"{'a': 0.5, 'e': 0.6676441212689289}",25,0,-86.7886194126466,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
405,False,"{'a': 0.5, 'e': 0.6669768108584744}",20,6,-25.15649119141745,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.6663101674248864}",25,14,7.7215160218488155,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.6656441903015212}",20,7,1.5516693116713758,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.6649788788224019}",20,2,-71.42005833314867,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
409,False,"{'a': 0.5, 'e': 0.6643142323222169}",25,0,-146.8417493937984,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
410,False,"{'a': 0.5, 'e': 0.6636502501363194}",20,3,-20.567638392720504,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.6629869316007274}",25,0,-39.008183119503904,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
412,False,"{'a': 0.5, 'e': 0.6623242760521223}",25,3,-53.307874147434546,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
413,False,"{'a': 0.5, 'e': 0.6616622828278484}",20,0,-97.14162467279888,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
414,False,"{'a': 0.5, 'e': 0.6610009512659125}",20,0,-61.8945540034843,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
415,False,"{'a': 0.5, 'e': 0.6603402807049829}",35,0,-211.4909154389993,"{0: 18, 1: 4, 2: 8, 3: 3, 4: 2}",0
416,False,"{'a': 0.5, 'e': 0.659680270484389}",30,16,-32.59507119923596,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.6590209199441207}",20,0,-77.83749375294275,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.6583622284248272}",20,0,3.6889526339496985,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
419,False,"{'a': 0.5, 'e': 0.657704195267817}",20,5,-40.24370833553854,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.6570468198150567}",35,6,-52.384224797327995,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 1}",1
421,False,"{'a': 0.5, 'e': 0.6563901014091712}",20,13,3.0430950374506454,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.6557340393934418}",25,12,-85.49506707245712,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
423,False,"{'a': 0.5, 'e': 0.6550786331118064}",35,0,-215.92503020981633,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 5}",0
424,False,"{'a': 0.5, 'e': 0.6544238819088586}",25,0,-103.85769314403072,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
425,False,"{'a': 0.5, 'e': 0.6537697851298473}",25,10,-11.41653788865928,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.6531163421206756}",20,15,8.623247223365812,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.6524635522279005}",25,0,-86.73922262040112,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.651811414798732}",25,0,-16.924821254414738,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",1
429,False,"{'a': 0.5, 'e': 0.6511599291810325}",30,12,12.913944754816509,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.6505090947233165}",25,14,-82.92067606730312,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
431,False,"{'a': 0.5, 'e': 0.6498589107747496}",30,0,-97.72209196351756,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
432,False,"{'a': 0.5, 'e': 0.6492093766851474}",30,18,-4.137124739693379,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.6485604918049761}",20,0,4.108440971836034,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.6479122554853506}",30,0,-59.741163877930205,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.6472646670780347}",20,14,10.3745176478522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.6466177259354396}",25,6,-5.935838184505191,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.6459714314106245}",25,0,-92.2238782398504,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
438,False,"{'a': 0.5, 'e': 0.6453257828572946}",20,0,-60.29687110237454,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.6446807796298013}",35,4,-108.69158708221248,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 2}",1
440,False,"{'a': 0.5, 'e': 0.6440364210831414}",20,0,-75.82068641642367,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
441,False,"{'a': 0.5, 'e': 0.6433927065729562}",25,0,-20.97184217479299,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.6427496354555312}",30,1,-58.248876692998216,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.6421072070877952}",20,6,-34.35566716656008,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.6414654208273198}",25,0,-69.21135025282445,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.6408242760323188}",30,14,-57.75610052099115,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
446,False,"{'a': 0.5, 'e': 0.6401837720616471}",25,10,-10.219676197979329,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.6395439082748009}",20,0,-36.52338919838307,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.6389046840319162}",25,0,-130.50846715541596,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
449,False,"{'a': 0.5, 'e': 0.6382660986937688}",20,1,-59.47040906572113,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
450,False,"{'a': 0.5, 'e': 0.6376281516217733}",20,0,-123.8501219563879,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
451,False,"{'a': 0.5, 'e': 0.6369908421779825}",30,0,-51.62273959847493,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.6363541697250871}",35,21,-9.25701984314759,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.6357181336264143}",30,0,-112.5070687460198,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.6350827332459281}",30,16,-20.765954839021443,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.6344479679482282}",30,0,-103.3014387947669,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
456,False,"{'a': 0.5, 'e': 0.633813837098549}",20,0,-22.55167525989689,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.6331803400627598}",25,0,2.4677289221356347,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
458,False,"{'a': 0.5, 'e': 0.6325474762073634}",30,0,-58.68301787411705,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.6319152448994959}",25,0,-62.117047467435924,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.631283645506926}",20,8,6.930127972089123,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.6306526773980542}",20,0,-37.402767585781,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
462,False,"{'a': 0.5, 'e': 0.6300223399419123}",30,7,-84.93385322903032,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 2}",1
463,False,"{'a': 0.5, 'e': 0.6293926325081629}",35,0,-89.69412530671477,"{0: 29, 1: 1, 2: 1, 3: 2, 4: 2}",0
464,False,"{'a': 0.5, 'e': 0.6287635544670984}",30,0,-48.03108008125591,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.6281351051896408}",30,11,-129.14794556870734,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 3}",1
466,False,"{'a': 0.5, 'e': 0.6275072840473408}",25,0,-23.519970004270473,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.626880090412377}",25,0,-11.448657302583495,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
468,False,"{'a': 0.5, 'e': 0.6262535236575559}",20,8,-38.70786925751074,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.6256275831563107}",20,0,-3.4883669726097724,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.6250022682827008}",25,0,-38.9587427743313,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
471,False,"{'a': 0.5, 'e': 0.6243775784114113}",20,0,-26.2249465723999,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
472,False,"{'a': 0.5, 'e': 0.6237535129177522}",20,0,-64.98646622670303,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.623130071177658}",30,0,-113.31457423080215,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
474,False,"{'a': 0.5, 'e': 0.6225072525676868}",20,0,-59.583447784995414,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.6218850564650201}",20,0,-128.09422313813792,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
476,False,"{'a': 0.5, 'e': 0.6212634822474618}",20,0,-155.36307156905704,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
477,False,"{'a': 0.5, 'e': 0.6206425292934373}",20,2,-2.5344546213325403,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.620022196981994}",25,7,-53.94465546601888,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
479,False,"{'a': 0.5, 'e': 0.6194024846927992}",25,0,-117.59534631155503,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.6187833918061408}",30,0,-70.41862499013638,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
481,False,"{'a': 0.5, 'e': 0.6181649177029258}",25,0,-148.77991867889665,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
482,False,"{'a': 0.5, 'e': 0.61754706176468}",20,12,-5.490892215181569,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.6169298233735474}",20,0,-101.37357809920276,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
484,False,"{'a': 0.5, 'e': 0.6163132019122897}",20,0,-63.144251567718,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
485,False,"{'a': 0.5, 'e': 0.6156971967642851}",20,0,-67.98656141334622,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
486,False,"{'a': 0.5, 'e': 0.6150818073135287}",25,0,-72.45274354054675,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.6144670329446308}",30,0,-97.21833254775412,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.6138528730428171}",25,0,-5.296324782004793,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
489,False,"{'a': 0.5, 'e': 0.6132393269939276}",25,3,-128.54717230895312,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 3}",1
490,False,"{'a': 0.5, 'e': 0.6126263941844161}",30,4,-72.91747917865818,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 1}",1
491,False,"{'a': 0.5, 'e': 0.6120140740013499}",25,9,-23.417572322536166,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.6114023658324087}",30,3,-105.14420254298115,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 2}",1
493,False,"{'a': 0.5, 'e': 0.6107912690658843}",25,3,-63.38904509738619,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.6101807830906798}",25,8,6.5668547843309035,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.6095709072963094}",25,0,-110.12767049408725,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
496,False,"{'a': 0.5, 'e': 0.6089616410728969}",35,0,-59.67410534685617,"{0: 28, 1: 3, 2: 2, 3: 1, 4: 1}",1
497,False,"{'a': 0.5, 'e': 0.6083529838111763}",20,0,-50.836361736505594,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.6077449349024902}",25,0,-43.985888474635615,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
499,False,"{'a': 0.5, 'e': 0.6071374937387897}",30,0,-103.35652780707339,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
500,False,"{'a': 0.5, 'e': 0.6065306597126334}",20,0,-47.34381036040153,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
501,False,"{'a': 0.5, 'e': 0.6059244322171875}",30,0,-64.759899925792,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
502,False,"{'a': 0.5, 'e': 0.6053188106462243}",25,0,-57.41134137576231,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
503,False,"{'a': 0.5, 'e': 0.6047137943941221}",20,0,-146.56015725505512,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
504,False,"{'a': 0.5, 'e': 0.6041093828558647}",20,0,-44.86887446594693,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
505,False,"{'a': 0.5, 'e': 0.6035055754270405}",20,0,-65.7004205325013,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.6029023715038421}",20,0,-15.273660992683766,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.6022997704830654}",25,5,7.804208800223265,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.6016977717621094}",20,1,-24.763839389802676,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
509,False,"{'a': 0.5, 'e': 0.6010963747389753}",25,0,-29.73815101947206,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.6004955788122659}",20,0,18.539817303815965,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.5998953833811855}",20,0,-33.807433143625005,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.5992957878455385}",25,0,-112.66968249616008,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
513,False,"{'a': 0.5, 'e': 0.5986967916057292}",25,0,-98.20019808155357,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
514,False,"{'a': 0.5, 'e': 0.5980983940627614}",25,0,-82.85768165872383,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
515,False,"{'a': 0.5, 'e': 0.5975005946182375}",30,0,-42.185898291327476,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
516,False,"{'a': 0.5, 'e': 0.596903392674358}",35,0,-49.117276721752276,"{0: 28, 1: 0, 2: 5, 3: 2, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.596306787633921}",25,13,-9.837919946973978,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.5957107789003212}",30,0,-134.18166316592428,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
519,False,"{'a': 0.5, 'e': 0.5951153658775501}",25,0,-118.94203650550318,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
520,False,"{'a': 0.5, 'e': 0.5945205479701944}",20,0,-18.153158099164983,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.5939263245834362}",20,5,-0.4493419172909041,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.593332695123052}",20,0,-80.74987049652599,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.5927396589954125}",25,0,-149.42126462987338,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
524,False,"{'a': 0.5, 'e': 0.5921472156074813}",20,1,-48.746734499288465,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
525,False,"{'a': 0.5, 'e': 0.5915553643668151}",30,0,-119.56785909463152,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
526,False,"{'a': 0.5, 'e': 0.5909641046815626}",20,0,-46.90425254141043,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.5903734359604639}",20,11,-25.63230888838295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
528,False,"{'a': 0.5, 'e': 0.5897833576128505}",20,0,-91.32789655133556,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
529,False,"{'a': 0.5, 'e': 0.5891938690486438}",20,6,-36.46477913401821,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.5886049696783552}",35,0,-60.62697556493789,"{0: 28, 1: 4, 2: 1, 3: 1, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.5880166589130854}",25,14,-24.012637665593765,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.5874289361645234}",25,14,-20.395050554302806,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.5868418008449466}",25,0,-174.0492440666765,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
534,False,"{'a': 0.5, 'e': 0.5862552523672196}",20,3,-23.006798501517885,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.5856692901447939}",20,0,-78.78994815453673,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
536,False,"{'a': 0.5, 'e': 0.585083913591707}",20,16,6.741453062546126,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.5844991221225824}",25,6,-9.490011612067278,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.5839149151526287}",20,10,-10.095301033259172,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.5833312920976388}",25,0,10.503147926523212,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.5827482523739896}",30,17,-73.19134582357637,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 2}",1
541,False,"{'a': 0.5, 'e': 0.5821657953986414}",20,0,-52.79870228439316,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
542,False,"{'a': 0.5, 'e': 0.5815839205891371}",20,1,-47.05351915579261,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.5810026273636019}",30,14,-32.423603434034874,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.5804219151407424}",20,0,-56.64409858777856,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.5798417833398464}",25,12,-36.539773180819616,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
546,False,"{'a': 0.5, 'e': 0.579262231380782}",20,8,-29.57415193554279,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.5786832586839974}",20,16,9.87459633491286,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.5781048646705196}",20,0,-48.130407230272716,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.5775270487619547}",25,10,8.951544443626355,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
