trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.8336013404157353}",25,0,-31.372713750845854,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.832768155737091}",20,0,-171.8068112553829,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
184,False,"{'a': 0.5, 'e': 0.8319358038266718}",25,0,-119.38121310383353,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.8311042838521256}",25,0,-22.651845779988005,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.8302735949819328}",25,0,-119.24917972647843,"{0: 14, 1: 0, 2: 9, 3: 2, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.8294437363854039}",25,2,-26.692402955200443,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.8286147072326806}",25,0,-18.15321111895984,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.8277865066947336}",20,0,-57.48501940992629,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.8269591339433623}",20,0,-138.80468597278954,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.8261325881511938}",25,17,-1.1760280644733776,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.8253068684916823}",20,9,-47.57509057341511,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.8244819741391082}",25,0,-68.45999819341188,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.8236579042685769}",20,16,6.508749101215042,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.8228346580560184}",20,0,-75.36527824565025,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.8220122346781865}",35,11,-140.65948606242188,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 2}",1
197,False,"{'a': 0.5, 'e': 0.821190633312658}",25,0,-92.81948262703142,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.8203698531378311}",20,1,6.245713226797896,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.8195498933329256}",30,0,-163.81272808480358,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,0,-154.41470437605446,"{0: 12, 1: 0, 2: 3, 3: 3, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.8179124315538594}",30,0,-204.30789527777767,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.8170949279422366}",25,0,-148.17465920253136,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.8162782414256099}",35,0,-139.4913194998041,"{0: 23, 1: 3, 2: 5, 3: 3, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.8154623711872927}",25,14,17.173603150848603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.8146473164114145}",25,0,-112.12837302217672,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.8138330762829208}",30,0,-49.370491065557985,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.813019649987571}",20,0,-86.1868343176848,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.8122070367119391}",35,0,-109.51630822084927,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.8113952356434114}",20,0,-193.51762864821208,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
210,False,"{'a': 0.5, 'e': 0.8105842459701871}",25,0,-77.88193862585871,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.8097740668812763}",20,0,-87.93660099546629,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.8089646975664999}",25,0,-22.51774164716778,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.8081561372164884}",25,9,-17.657709241031053,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.8073483850226815}",25,0,-136.96531439039242,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.8065414401773269}",35,2,-102.07997515368989,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.8057353018734796}",25,0,-58.829265513621515,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.8049299693050015}",25,0,-93.52096336506004,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.8041254416665596}",35,19,-108.48779784192547,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
219,False,"{'a': 0.5, 'e': 0.8033217181536265}",25,0,-102.73126065537151,"{0: 12, 1: 2, 2: 11, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.8025187979624785}",25,0,-121.07489498094039,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.8017166802901953}",25,11,-6.676211976529052,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.8009153643346592}",20,0,-34.03558039807747,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.8001148492945541}",20,0,-84.53646924056133,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.7993151343693651}",20,0,-6.509481946052668,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.7985162187593771}",25,11,-0.8024346862412983,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.7977181016656743}",20,12,-34.7241584097214,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.7969207822901396}",20,0,-189.9925738753456,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
228,False,"{'a': 0.5, 'e': 0.7961242598354538}",35,0,-182.40231225254033,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 3}",0
229,False,"{'a': 0.5, 'e': 0.795328533505094}",25,0,-19.674287280460327,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.794533602503334}",25,0,-139.99064419580137,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.7937394660352428}",25,15,-12.036109353756542,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.7929461233066837}",25,19,4.025005565414956,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.792153573524314}",35,0,-146.70385717369916,"{0: 24, 1: 1, 2: 7, 3: 1, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.7913618158955839}",20,0,-46.10946644360846,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.7905708496287356}",30,0,-106.13442652800111,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.7897806739328027}",25,10,-126.29676295925007,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 3}",1
237,False,"{'a': 0.5, 'e': 0.7889912880176098}",25,1,-162.50355256234363,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 3}",1
238,False,"{'a': 0.5, 'e': 0.7882026910937705}",25,0,-104.00151393175484,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.787414882372688}",25,0,-65.69917641393843,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.7866278610665535}",35,0,-78.71582447879835,"{0: 26, 1: 2, 2: 5, 3: 1, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.7858416263883455}",20,0,-134.34106714043716,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.7850561775518295}",25,0,-178.61229535626032,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
243,False,"{'a': 0.5, 'e': 0.7842715137715565}",30,11,-43.63638245535661,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.7834876342628626}",20,2,-1.0010883509191555,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.7827045382418681}",20,0,-136.36044313622023,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
246,False,"{'a': 0.5, 'e': 0.7819222249254772}",25,10,-104.25957274353893,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 2}",1
247,False,"{'a': 0.5, 'e': 0.7811406935313765}",30,8,-20.46038889610768,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.7803599432780343}",20,0,-105.74906126235986,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.7795799733847004}",20,0,-49.13409871479481,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.7788007830714049}",20,1,-15.585291822224077,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.7780223715589574}",25,0,-141.82321574122832,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.7772447380689461}",20,0,-117.61845635074195,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.7764678818237378}",20,0,-43.1509433944273,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.775691802046476}",25,0,-85.56457728088489,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.774916497961081}",25,0,-107.98093541202051,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
256,False,"{'a': 0.5, 'e': 0.7741419687922484}",20,0,-12.812995414958232,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.7733682137654491}",25,10,-35.84340682490231,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.772595232106928}",25,0,-91.41655011997258,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.7718230230437034}",20,0,-72.26232999162951,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.7710515858035663}",30,0,-209.11613966356524,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
261,False,"{'a': 0.5, 'e': 0.7702809196150792}",20,8,-6.819082442088739,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.7695110237075758}",20,0,-75.15569344227639,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.7687418973111603}",30,1,-70.22495190402739,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.7679735396567061}",30,0,-114.64059599297683,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.7672059499758557}",20,0,-103.2278210218573,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
266,False,"{'a': 0.5, 'e': 0.7664391275010192}",20,0,-34.82483650790826,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.765673071465374}",20,0,-147.06049101538542,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.764907781102864}",30,0,-119.15596975414947,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.764143255648199}",20,0,-108.84307640893465,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
270,False,"{'a': 0.5, 'e': 0.7633794943368531}",30,0,-30.24489969029217,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.7626164964050653}",25,0,-104.47226563450015,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.7618542610898376}",25,0,-159.03706933721298,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
273,False,"{'a': 0.5, 'e': 0.7610927876289343}",30,0,-157.82551526702392,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.7603320752608821}",20,0,-107.43676604741012,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.7595721232249685}",25,0,-90.31872521733209,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.7588129307612415}",20,0,-5.864235401540629,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.7580544971105083}",25,0,-98.41188757324424,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.7572968215143355}",25,0,-20.135206174155975,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.7565399032150474}",30,0,-92.90585661732165,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.7557837414557255}",30,0,-114.86595500675173,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.755028335480208}",25,5,-90.35244452794922,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",1
282,False,"{'a': 0.5, 'e': 0.754273684533089}",25,0,-57.885740801515546,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.7535197878597173}",20,0,-118.71079070425773,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.7527666447061963}",20,0,-166.18059576049504,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
285,False,"{'a': 0.5, 'e': 0.7520142543193826}",25,16,-9.56143757964507,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.751262615946886}",25,0,-86.55925036987566,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.750511728837068}",25,0,-91.06990654850412,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.7497615922390414}",30,0,-199.99168542532675,"{0: 17, 1: 1, 2: 7, 3: 3, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.7490122054026693}",25,0,-105.45228490368376,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
290,False,"{'a': 0.5, 'e': 0.7482635675785653}",30,12,-36.96104099133987,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.747515678018091}",35,0,-89.40359924192708,"{0: 22, 1: 2, 2: 11, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.7467685359733571}",30,0,-118.32512332815142,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
293,False,"{'a': 0.5, 'e': 0.7460221406972215}",35,19,-4.897960246415403,"{0: 11, 1: 5, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.7452764914432887}",20,0,-101.36907014070412,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.7445315874659094}",30,0,-211.9491249753018,"{0: 20, 1: 2, 2: 2, 3: 2, 4: 4}",0
296,False,"{'a': 0.5, 'e': 0.7437874280201796}",25,0,-21.69303074557645,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.7430440123619398}",20,0,18.895222389313957,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.7423013397477743}",20,0,-76.30537401087209,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.7415594094350105}",20,0,1.9314294714020102,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.7408182206817179}",30,18,-18.44759671020885,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.7400777727467077}",25,17,8.12623153042064,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.7393380648895319}",20,9,-63.37408342084293,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.7385990963704826}",20,0,-19.117263088500486,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.7378608664505912}",20,0,-85.89192277295247,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.7371233743916278}",30,1,-167.24027705051785,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 3}",1
306,False,"{'a': 0.5, 'e': 0.7363866194561002}",25,9,-67.57068033175963,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.7356506009072533}",25,0,-116.94679971135814,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.7349153180090687}",20,0,-36.1234229566497,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.7341807700262634}",30,0,-207.0663365611903,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
310,False,"{'a': 0.5, 'e': 0.7334469562242892}",20,3,-30.531286805848005,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.7327138758693325}",20,16,8.326461040228144,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.7319815282283126}",20,10,-45.41573765391149,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
313,False,"{'a': 0.5, 'e': 0.731249912568882}",20,0,-41.775561605146024,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.7305190281594249}",30,22,1.8304405887436979,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.7297888742690568}",20,11,-13.075255313735191,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.7290594501676239}",25,0,-52.598159966830856,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.7283307551257017}",20,0,-109.79878197373984,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.7276027884145955}",20,0,-53.64515006801866,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.7268755493063382}",20,0,-108.82909491250122,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
320,False,"{'a': 0.5, 'e': 0.7261490370736909}",30,0,-185.88335304550347,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",1
321,False,"{'a': 0.5, 'e': 0.7254232509901412}",30,0,-140.35521181855196,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
322,False,"{'a': 0.5, 'e': 0.7246981903299029}",25,0,-103.99942275855157,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.7239738543679153}",25,0,-46.917146834845994,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.7232502423798425}",20,0,-85.19339504187536,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.7225273536420722}",20,0,-47.93741194396885,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.7218051874317158}",20,9,-49.32079962436005,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.721083743026607}",25,0,-145.72775950171223,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.7203630197053014}",25,0,-39.62800333117934,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.7196430167470754}",20,0,-54.25859577156592,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.7189237334319262}",20,0,-16.71011269010152,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.7182051690405703}",20,0,-101.1824189033239,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.7174873228544433}",30,13,-5.587329599149923,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.716770194155699}",25,7,-26.429409642606053,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.7160537822272085}",20,0,-83.22711042463641,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.7153380863525599}",25,0,-120.46107151825707,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
336,False,"{'a': 0.5, 'e': 0.7146231058160574}",20,1,-12.183781648335636,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.7139088399027201}",35,0,-194.0382592848498,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 5}",0
338,False,"{'a': 0.5, 'e': 0.7131952878982822}",25,0,-40.4822826493062,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.7124824490891918}",20,0,-51.82752737046514,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.7117703227626097}",20,0,-92.31654544993354,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.7110589082064097}",20,4,-59.273405381446764,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.7103482047091773}",25,0,-175.58042240625497,"{0: 13, 1: 3, 2: 4, 3: 3, 4: 2}",0
343,False,"{'a': 0.5, 'e': 0.7096382115602087}",25,0,3.5951273429214794,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.7089289280495108}",25,15,-5.167095811600928,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.7082203534678}",30,11,-20.45343033031174,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.7075124871065017}",20,15,3.4354972160897335,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.7068053282577494}",20,12,-24.91233092660618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.7060988762143844}",25,0,-85.0667954260217,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.7053931302699544}",20,0,-49.83422759622209,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.7046880897187134}",20,0,-55.548219650071935,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.703983753855621}",20,0,-108.68141525766706,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.7032801219763409}",25,1,-54.06087380846873,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.7025771933772416}",25,0,-76.73381267745756,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
354,False,"{'a': 0.5, 'e': 0.7018749673553941}",30,0,-82.76246759685247,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.7011734432085724}",20,0,-116.30079716357363,"{0: 9, 1: 2, 2: 6, 3: 3, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.7004726202352524}",25,0,3.1409790248495293,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.699772497734611}",30,0,-54.793910693355016,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.6990730750065257}",25,0,-9.477277530337204,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.6983743513515737}",25,4,14.236072795146889,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.6976763260710311}",20,0,-113.76826160082403,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.6969789984668727}",20,0,-42.35822501632471,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.696282367841771}",20,0,-85.89404857244119,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.6955864334990951}",20,0,-46.06152676449844,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.6948911947429106}",30,11,-20.617942074002663,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.6941966508779789}",20,0,-66.923032520304,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
